331,743,746
332,-334,-18
333,-478,59
334,277,802
335,-384,710
336,-704,-70
337,373,-79
338,752,-906
339,721,621
340,-557,775
341,112,-589
342,448,715
343,784,-421
344,-775,-587
345,-572,-815
346,-57,637
347,-441,137
348,285,-932
349,-805,-395
350,-384,-364
351,-517,797
352,199,-618
353,446,-145
354,150,-565
355,453,-248
356,839,152
357,-832,-711
358,643,-132
359,196,-42
360,-811,973
361,624,140
362,625,123
363,-454,266
364,612,378
365,284,-998
366,13,838
367,-709,-785
368,-301,-501
369,377,-71
370,-954,164
371,-87,-184
372,323,-891
373,116,-930
374,-661,770
375,938,929
376,252,-374
377,-100,-833
378,866,711
379,344,-917
380,183,-720
381,-115,560
382,346,-406
383,680,612
384,-987,-862
385,710,-736
386,850,606
387,92,189
388,-801,-475
389,-484,689
390,-953,597
391,-415,-150
392,-37,-348
393,-643,899
394,-230,-6
395,618,-579
396,-610,477
397,406,-7
398,-320,-251
399,43,-636
400,-27,306
401,-378,-230
402,-304,43
403,398,-825
404,-934,-871
405,-696,-375
406,-455,852
407,-751,-46
408,957,277
409,549,-266
410,-135,603
411,790,-855
412,120,274
413,-585,-957
414,-810,-910
415,-45,991
416,450,-636
417,-952,-56
418,-599,147
419,264,-626
420,-107,-935
421,-551,-336
422,-641,56
423,-373,-654
424,713,-334
425,-733,458
426,47,227
427,-689,-355
428,231,-897
429,-79,-264
430,222,943
431,656,-91
432,-234,-152
433,588,-925
434,621,-331
435,104,402
436,889,-332
437,678,429
438,322,-296
439,622,929
440,-354,-874
441,783,-571
442,811,-302
443,866,403
444,-103,-693
445,740,367
446,894,-596
447,10,-514
448,759,-835
449,-278,-526
450,644,658
451,169,-757
452,564,243
453,119,336
454,721,-147
455,938,-306
456,653,351
457,-214,993
458,-354,135
459,833,-886
460,-498,-434
461,-258,-40
462,432,194
463,-230,-974
464,662,-604
465,-869,-60
466,534,258
467,216,-87
468,-626,341
469,-987,-311
470,182,-394
471,840,-61
472,-354,245
473,-277,-907
474,528,499
475,-253,954
476,-848,-391
477,-775,-13
478,-919,169
479,-384,-198
480,227,148
481,295,-229
482,354,588
483,-913,388
484,-743,-69
485,815,-288
486,-745,-700
487,-305,247
488,-535,-311
489,-269,584
490,-199,157
491,-879,634
492,-434,380
493,900,368
494,828,832
495,-350,-956
496,-162,558
497,788,-746
498,-958,-160
499,397,365
500,963,365
501,-659,-51
502,-259,-594
503,-313,330
504,-178,387
505,-288,-652
506,-175,-730
507,97,-996
508,-473,718
509,528,31
510,808,800
511,-886,-455
512,102,897
513,-588,-251
514,316,47
515,346,-574
516,-818,386
517,520,-328
518,832,-163
519,608,668
520,-564,370
521,-740,320
522,-585,-699
523,749,583
524,604,-432
525,-92,-472
526,812,192
527,887,586
528,-572,958
529,-946,-560
530,800,-823
531,23,973
532,-472,-30
533,223,-455
534,576,-551
535,227,453
536,460,-937
537,-346,804
538,-20,347
539,693,-277
540,-763,401
541,848,-381
542,681,641
543,98,581
544,-551,45
545,794,-33
546,736,973
547,-365,-220
548,-751,22
549,226,-664
550,-59,577
551,103,-259
552,-458,-999
553,183,520
554,704,592
555,48,-560
556,-830,-198
557,124,545
558,-176,266
559,-479,-940
560,650,925
561,-71,842
562,-285,940
563,-761,-15
564,619,-242
565,802,550
566,830,-154
567,-979,-132
568,730,337
569,766,-996
570,-533,-349
571,-946,-905
572,474,115
573,153,40
574,174,932
575,-617,134
576,-510,-202
577,306,-367
578,600,590
579,393,107
580,293,-839
581,70,-671
582,405,-697
583,-652,-886
584,-648,-2
585,-325,376
586,-523,-27
587,175,558
588,-969,587
589,-306,-479
590,622,991
591,761,-254
592,928,817
593,-858,932
594,-192,794
595,131,721
596,-10,-16
597,-610,-238
598,720,-835
599,-580,-889
600,623,-519
601,263,756
602,566,237
603,-692,-994
604,-257,-14
605,859,829
606,462,10
607,-599,378
608,-69,254
609,995,907
610,-381,624
611,997,837
612,-673,115
613,475,866
614,192,551
615,-851,-612
616,-63,154
617,713,529
618,605,-412
619,252,-209
620,475,-438
621,857,-526
622,504,-234
623,678,933
624,-452,180
625,859,526
626,369,1
627,661,438
628,488,856
629,987,-105
630,380,-650
631,840,583
632,60,600
633,761,957
634,139,49
635,-713,162
636,499,-672
637,-369,-406
638,18,-262
639,-656,-397
640,59,796
641,294,-42
642,-583,421
643,-907,140
644,-767,-382
645,-63,-221
646,-698,-38
647,-28,690
648,-463,803
649,-41,169
650,-824,925
651,-579,-419
652,-266,591
653,-875,628
654,-363,871
655,576,-124
656,32,14
657,-142,49
658,-195,379
659,-924,495
660,-71,-233
661,34,-971
662,-164,-534
663,-367,555
664,887,-659
665,-92,270
666,-804,-953
667,-665,-478
668,-458,564
669,188,223
670,393,836
671,317,-440
672,195,-351
673,-775,-791
674,59,100
675,-85,-481
676,961,48
677,-480,957
678,295,302
679,664,-884
680,-880,595
681,-561,746
682,-794,-512
683,812,527
684,193,50
685,355,-579
686,109,-254
687,-369,-753
688,-637,573
689,67,-788
690,692,143
691,-327,164
692,-654,-468
693,-534,554
694,-617,448
695,-736,-405
696,-70,-424
697,-455,-625
698,-688,976
699,-947,342
700,600,503
701,-318,397
702,642,776
703,719,457
704,-742,699
705,438,44
706,-712,725
707,-402,-578
708,-911,-388
709,-304,14
710,164,989
711,-767,-454
712,-602,938
713,-224,-468
714,32,846
715,65,862
716,-205,267
717,-430,-993
718,-159,-537
719,-388,966
720,190,995
721,604,295
722,-386,-491
723,83,-739
724,801,679
725,595,464
726,909,720
727,-541,928
728,-68,-351
729,982,-184
730,655,-525
731,160,894
732,-814,799
733,338,-77
734,-312,-833
735,-954,183
736,48,444
737,-12,223
738,664,112
739,-674,194
740,745,214
741,-806,-208
742,-308,-649
743,-889,845
744,36,822
745,-373,-27
746,5,174
747,-470,336
748,492,-61
749,-318,-575
750,759,-457
751,461,-182
752,111,-553
753,271,-781
754,156,-698
755,89,-101
756,104,856
757,-443,646
758,151,-110
759,149,-272
760,70,817
761,517,602
762,-943,-320
763,184,-253
764,714,-714
765,770,785
766,864,72
767,-190,-576
768,93,940
769,-500,-581
770,491,758
771,-996,737
772,-377,-706
773,-331,858
774,-433,978
775,283,547
776,17,-599
777,750,207
778,-803,-936
779,-367,-249
780,-404,329
781,-741,-29
782,-527,185
783,596,890
784,232,-7
785,827,543
786,277,89
787,-954,765
788,750,-456
789,913,-475
790,-860,495
791,-965,-387
792,246,847
793,-346,-892
794,-425,-425
795,-322,316
796,714,-916
797,-796,-537
798,748,-29
799,916,-754
800,-831,-607
801,596,167
802,-399,-522
803,-249,-290
804,269,341
805,-575,581
806,909,680
807,-876,966
808,-499,-430
809,611,-719
810,-848,85
811,-539,898
812,-308,741
813,-586,-906
814,95,438
815,801,174
816,-312,-790
817,648,595
818,-527,958
819,335,635
820,-492,814
821,854,-589
822,996,973
823,590,583
824,734,-189
825,-441,-898
826,912,465
827,848,-871
828,706,-17
829,807,-890
830,58,617
831,-69,-919
832,-131,-827
833,-658,-205
834,-293,688
835,-481,126
836,-262,-918
837,-377,871
838,-265,552
839,-158,158
840,-567,-695
841,-15,-21
842,167,276
843,-153,258
844,819,72
845,-599,-480
846,-737,-628
847,-606,-754
848,-337,697
849,134,-361
850,984,189
851,-930,894
852,489,-382
853,-436,90
854,63,-937
855,-905,788
856,-363,109
857,-246,-888
858,148,-27
859,240,395
860,-760,913
861,188,-891
862,613,752
863,183,-865
864,104,-953
865,-719,-905
866,-240,-83
867,644,-870
868,823,53
869,350,-614
870,-684,-14
871,486,673
872,268,487
873,913,621
874,873,541
875,605,661
876,-39,-887
877,566,507
878,-677,-803
879,-223,-597
880,750,230
881,-58,316
882,123,679
883,-22,-308
884,-691,-436
885,-557,-775
886,-466,786
887,165,790
888,772,950
889,-82,-381
890,-300,-357
891,310,-863
892,950,-440
893,-31,236
894,98,618
895,904,-966
896,26,543
897,453,196
898,841,507
899,519,323
900,474,735
901,590,-154
902,-596,-906
903,846,473
904,-474,178
905,66,944
906,758,-616
907,-807,341
908,-457,864
909,-299,319
910,-822,192
911,541,-788
912,-460,-559
913,815,-392
914,-575,-630
915,-845,-177
916,992,-627
917,860,184
918,-880,240
919,849,-508
920,593,-796
921,115,-450
922,-9,699
923,-952,-293
924,-469,-513
925,-880,-653
926,379,502
927,-321,-15
928,-636,541
929,-805,-783
930,-20,300
931,974,696
932,381,470
933,831,585
934,-352,773
935,596,-971
936,-649,-380
937,-357,27
938,918,469
939,-334,169
940,195,-699
941,-588,122
942,-252,877
943,886,889
944,-887,-197
945,-15,-811
946,-486,624
947,9,-66
948,74,412
949,-794,208
950,141,415
951,-791,750
952,22,-278
953,658,417
954,173,222
955,-792,-135
956,735,-197
957,-895,75
958,-898,-179
959,715,660
960,-716,-422
961,170,750
962,-117,575
963,419,17
964,815,-452
965,-911,-883
966,-650,-522
967,-753,-818
968,824,932
969,-313,-658
970,-774,5
971,-199,833
972,-689,-479
973,61,-882
974,250,-811
975,45,-797
976,-723,-229
977,949,555
978,718,705
979,-43,458
980,-212,281
981,185,-824
982,-339,-775
983,847,-44
984,907,-131
985,-318,92
986,558,923
987,-611,-949
988,-589,750
989,-846,91
990,358,501
991,572,-172
992,-100,-619
993,-550,499
994,101,381
995,574,-809
996,193,473
997,165,217
998,-944,-583
999,232,-294
1000,-313,-613
