191,-15,60,46,-6
192,80,12,-87,-62
193,10,-36,50,6
194,92,89,-1,-75
195,-84,89,-53,97
196,-15,-50,-37,-48
197,-43,99,-30,-6
198,18,-79,-10,77
199,6,-7,-20,-51
200,43,-36,-27,6
201,-78,-30,-4,43
202,98,-25,-34,-71
203,-96,-75,-55,52
204,-51,-46,57,77
205,49,-66,-35,3
206,90,-55,20,74
207,-85,-57,-10,-10
208,-45,91,50,-36
209,-52,-56,-99,47
210,64,-26,-7,-35
211,-51,-36,-41,56
212,-73,-54,13,-34
213,-33,58,47,27
214,-89,-55,31,-97
215,-79,-64,22,43
216,56,-91,-34,-52
217,88,-25,21,-31
218,4,2,89,-32
219,78,29,22,-96
220,22,29,-54,-74
221,83,-71,11,-2
222,66,3,-3,-93
223,40,67,94,-96
224,10,-14,59,-35
225,-78,-26,44,58
226,69,-57,64,43
227,19,36,21,-47
228,38,-6,53,51
229,-14,93,-54,35
230,33,-86,-98,-34
231,-58,-40,32,94
232,-30,-74,62,-4
233,-69,-60,34,58
234,16,-87,-26,41
235,-87,-11,82,-94
236,40,-61,-54,45
237,-77,-7,28,99
238,-53,54,-48,-91
239,-75,-13,-19,69
240,-84,-98,27,48
241,95,-29,54,88
242,-13,88,-43,-69
243,15,-88,-45,0
244,-5,47,-35,-11
245,-69,84,-99,57
246,-79,34,-34,80
247,0,68,28,32
248,-50,-56,-62,58
249,88,-46,-58,-60
250,97,65,63,65
251,-59,-51,-59,-94
252,-13,30,-78,87
253,-88,-52,-75,-30
254,97,-96,-73,18
255,28,31,8,0
256,-86,-55,2,97
257,-88,-51,16,47
258,46,-74,-18,86
259,20,-28,32,-63
260,8,68,-64,70
261,-40,20,-85,-99
262,49,83,4,-32
263,-92,-72,12,92
264,87,86,-72,58
265,-46,-60,0,-23
266,23,73,-72,-30
267,23,-55,76,-51
268,27,53,60,-37
269,-46,4,-20,47
270,93,-77,-63,1
271,48,-81,81,41
272,98,81,-51,45
273,94,-33,36,73
274,-65,-20,-51,22
275,26,-64,-59,77
276,3,-59,-58,-99
277,83,20,4,92
278,48,-60,-30,-98
279,24,45,-76,66
280,-79,-40,50,25
281,-71,42,-85,40
282,-61,-15,19,-42
283,2,50,30,-54
284,-79,-32,30,37
285,66,-96,-33,-49
286,-46,-5,74,15
287,53,40,74,32
288,-17,34,-10,-2
289,6,-67,0,90
290,93,7,93,-39
291,70,-71,5,-97
292,-52,-86,-48,-2
293,-25,76,-23,-27
294,75,58,-69,87
295,-6,-79,22,91
296,61,-54,28,17
297,-58,32,-92,94
298,31,21,-10,-16
299,-10,-38,20,-35
300,-80,-89,23,-19
301,63,56,66,37
302,-92,-94,-57,-14
303,59,29,62,10
304,-99,78,-69,54
305,95,7,-81,24
306,97,37,-73,15
307,75,66,92,51
308,-51,-12,-63,54
309,13,29,5,-12
310,52,-9,75,-38
311,57,-26,4,-34
312,78,33,-52,80
313,59,26,69,1
314,61,38,88,56
315,87,-5,80,-50
316,40,83,60,0
317,61,57,39,49
318,-13,62,99,-72
319,-69,-6,18,-62
320,-56,-97,59,96
321,94,-42,-83,21
322,-7,40,-67,-82
323,-63,-21,-98,-38
324,-28,90,-63,3
325,-41,69,-24,25
326,-79,-19,-66,91
327,-75,28,-63,71
328,76,-24,32,14
329,-42,49,-95,79
330,-24,95,-71,-33
331,34,-71,-64,-34
332,-67,55,87,-59
333,-92,70,-4,-53
334,-65,-78,-58,64
335,88,23,93,36
336,17,-40,95,-51
337,-75,-91,59,0
338,-85,-81,61,48
339,-80,57,95,2
340,64,-84,-80,95
341,-61,46,-94,-12
342,12,27,93,50
343,55,-79,9,-54
344,-69,-53,-37,73
345,67,-88,92,43
346,-27,64,-54,-68
347,-34,54,-17,48
348,-36,-5,-70,-24
349,-55,-25,-88,76
350,-47,42,0,3
351,-18,97,42,76
352,19,57,-42,99
353,38,44,-12,25
354,-2,-78,-11,-88
355,-4,14,64,89
356,-67,-54,-2,38
357,-24,-68,32,46
358,65,62,-5,67
359,-30,-93,-59,-37
360,-88,66,90,95
361,4,95,-86,-91
362,83,-39,1,79
363,95,64,9,20
364,-41,28,-68,-51
365,82,-84,55,-25
366,60,94,-14,99
367,38,-77,-12,-33
368,-54,83,48,44
369,-12,23,64,12
370,-74,94,45,14
371,-6,-8,-8,-49
372,-89,45,36,22
373,-73,-27,5,74
374,-70,36,92,-61
375,-18,-75,59,-57
376,61,-82,11,-53
377,71,-81,56,-98
378,89,-1,4,56
379,-43,46,51,-10
380,49,-72,70,17
381,17,2,-43,-20
382,84,-53,14,-14
383,70,85,64,72
384,-90,-76,93,40
385,0,-81,91,58
386,-96,37,-77,-6
387,-31,58,-33,78
388,83,47,17,-99
389,50,7,-3,-36
390,-67,-49,-4,29
391,-41,-29,-27,85
392,96,90,32,-7
393,27,43,77,89
394,-54,65,50,-56
395,13,-75,-60,95
396,-65,-87,46,47
397,-46,-92,-25,-25
398,-22,16,14,-16
399,-96,-37,48,-29
400,16,-54,-31,-7
401,96,67,-99,-22
402,-49,-90,69,41
403,-75,81,9,80
404,-76,66,-99,-30
405,11,-19,-48,85
406,-39,98,-8,41
407,-86,-6,95,38
408,1,74,-12,-90
409,48,95,-27,58
410,35,35,-92,14
411,54,-89,96,73
412,90,83,34,-89
413,-41,-98,12,65
414,48,-71,6,-17
415,7,-90,58,17
416,-69,-19,-31,-27
417,-58,-5,-93,88
418,-81,26,-62,-18
419,-77,71,-65,52
420,-58,58,-67,-95
421,-15,-21,67,76
422,-53,58,19,72
423,-99,-80,-37,-28
424,-6,-54,-37,97
425,34,-61,84,89
426,-30,94,89,-82
427,-36,90,63,-37
428,-5,88,-63,9
429,-46,-88,48,-27
430,40,95,-60,13
431,88,-91,13,52
432,83,-65,4,-53
433,-19,-5,-40,-83
434,44,-70,23,53
435,50,-14,-84,-14
436,86,73,68,87
437,13,21,73,41
438,5,61,-39,-87
439,66,7,-77,-3
440,-23,-97,50,30
441,-58,16,23,79
442,-22,-8,-91,-36
443,-57,-75,-66,86
444,65,90,72,50
445,-82,-81,0,-57
446,10,-63,50,-40
447,-31,36,98,18
448,4,-66,26,43
449,53,96,41,7
450,19,23,74,35
451,90,-54,-96,-6
452,46,73,-74,78
453,66,44,58,-16
454,-7,41,-57,64
455,-99,19,-22,92
456,41,-88,-60,-59
457,15,-92,-75,-30
458,-45,-77,92,-27
459,60,84,-80,40
460,49,-8,93,-96
461,15,-50,-9,99
462,-52,-93,-69,-13
463,-80,-53,79,2
464,-21,-15,-36,41
465,-5,-83,-20,0
466,74,96,81,70
467,31,85,-52,73
468,96,-71,-49,-80
469,-57,27,18,69
470,-34,69,95,-99
471,-88,22,-52,77
472,86,89,-87,-97
473,-15,-11,-86,24
474,9,-66,74,12
475,-94,8,41,15
476,-91,50,22,-78
477,58,17,73,22
478,-92,-35,35,-97
479,-95,75,-98,-79
480,15,60,-16,-22
481,70,50,-17,75
482,19,17,15,-52
483,-11,-83,-50,-22
484,-53,-18,24,32
485,-13,-58,-74,5
486,-99,33,-89,-79
487,61,-82,50,-11
488,45,-97,-23,-29
489,49,55,18,5
490,-43,58,-12,81
491,85,-24,-39,-75
492,47,-44,7,-31
493,-18,92,58,23
494,-11,-49,-89,50
495,-46,91,58,1
496,72,-72,0,-19
497,-50,99,1,81
498,74,-9,93,73
499,65,17,-44,-83
500,32,-94,-13,-13
501,-73,-86,-91,-53
502,-92,-62,-74,-50
503,79,78,22,-13
504,-28,-12,29,-79
505,-86,44,94,-9
506,14,57,73,8
507,-55,20,-99,90
508,70,-1,-86,71
509,55,68,66,-18
510,-93,6,-54,-93
511,-35,-45,-44,-72
512,70,64,83,-58
513,79,-3,30,36
514,-55,5,-43,3
515,-70,-39,38,95
516,-62,-89,-14,36
517,53,-67,-1,-77
518,-7,-85,49,-26
519,-73,38,-58,95
520,-79,18,-68,-71
521,27,78,69,-84
522,48,13,45,-14
523,95,64,23,-92
524,38,78,-63,-94
525,-87,-17,-82,71
526,23,-95,-52,-86
527,9,-5,-90,61
528,-42,44,-90,97
529,14,75,3,-94
530,14,-41,77,-20
531,-88,-47,-50,63
532,-87,-44,45,-49
533,-84,69,-44,-90
534,27,-12,91,65
535,-13,-9,-6,73
536,-28,64,-94,67
537,-21,56,-73,31
538,-73,25,-43,-91
539,-2,69,25,97
540,88,-51,-62,-3
541,12,-53,25,55
542,75,8,49,-53
543,6,36,-26,-59
544,-21,20,-80,39
545,-58,-23,46,51
546,76,41,-96,79
547,-60,2,54,89
548,-51,-7,82,-4
549,-76,26,-55,95
550,-37,41,40,69
551,65,-1,-44,77
552,-29,7,-13,-64
553,-29,-46,-3,97
554,-4,46,-16,-29
555,34,-87,47,-92
556,39,-35,-88,49
557,13,12,-45,-39
558,45,-28,38,-5
559,-28,-63,83,54
560,-7,-72,17,-45
561,-57,35,-62,-47
562,67,0,7,-68
563,-7,-81,29,-23
564,62,-53,-85,3
565,9,-6,-71,98
566,27,15,-56,-4
567,-56,-36,14,92
568,-4,57,60,-5
569,65,-59,93,88
570,-2,27,-38,-44
571,47,6,15,22
572,51,-40,-40,-89
573,-13,48,49,-99
574,48,27,1,61
575,-76,-70,30,-18
576,96,-59,-3,-19
577,-3,-46,88,22
578,44,90,72,-97
579,-25,16,-45,-25
580,-95,-95,-89,-67
581,-8,-33,-12,-5
582,25,29,-77,-67
583,-88,90,-5,49
584,-50,8,-44,-39
585,-68,48,-31,-54
586,-95,-89,-73,62
587,62,-76,-77,5
588,0,76,-76,-56
589,43,-47,-59,23
590,45,-57,-87,17
591,-91,35,61,33
592,-15,18,-32,2
593,77,37,-27,-35
594,-22,90,-91,65
595,-78,85,-60,52
596,-7,-69,78,-47
597,64,-44,70,74
598,-32,35,22,-96
599,78,-9,19,4
600,-19,-81,-61,84
601,-92,43,-28,22
602,66,-75,-9,63
603,54,41,94,71
604,67,-24,-1,31
605,95,-14,33,88
606,-13,-28,23,-65
607,-57,-31,-98,21
608,-81,15,-57,-44
609,-2,8,-50,34
610,-27,89,-27,41
611,30,-69,93,-33
612,-18,25,-43,-29
613,-71,37,60,28
614,-95,-15,68,38
615,65,5,-97,-90
616,-74,-93,57,-2
617,22,-70,63,-12
618,7,-82,-69,-14
619,-45,-49,33,-33
620,-25,5,-87,17
621,-67,32,-39,43
622,-26,40,4,-12
623,87,59,96,-32
624,42,-23,17,69
625,72,-88,38,-35
626,17,-44,-59,99
627,12,-15,89,60
628,-55,84,30,-24
629,-85,30,64,-44
630,-62,32,61,-39
631,-51,59,-51,-74
632,-29,78,91,42
633,4,-31,-56,33
634,22,12,-86,-4
635,45,33,-58,-2
636,-76,-14,-90,52
637,-64,-11,11,60
638,46,65,-7,55
639,47,37,0,9
640,-82,-17,94,-76
641,-89,-53,-95,-33
642,51,88,87,76
643,-29,-77,80,-88
644,84,98,-97,99
645,79,80,45,78
646,77,-37,-7,-85
647,14,-71,95,60
648,-46,-14,-73,56
649,36,-47,93,8
650,-82,-14,-52,47
651,25,11,95,-38
652,74,2,-41,78
653,96,59,-47,-25
654,7,78,-35,-36
655,93,-89,56,-32
656,-40,-79,-73,-62
657,-84,-45,-32,-5
658,-35,-84,-3,-94
659,99,-98,-81,61
660,-27,-26,-52,-80
661,-20,-6,52,-65
662,-79,26,-23,-92
663,-47,48,81,-64
664,-29,94,-29,-27
665,33,61,-39,93
666,-32,-28,46,25
667,-46,-98,39,25
668,-46,68,-5,30
669,-2,-87,94,45
670,50,-1,45,-77
671,4,70,-70,-3
672,31,59,-18,77
673,-62,87,46,21
674,-91,-88,86,-13
675,25,32,-88,17
676,-93,69,19,-33
677,-2,-24,-94,-82
678,50,-75,-72,-10
679,52,34,-87,-49
680,-68,-9,79,-68
681,44,81,53,-20
682,94,-6,-65,25
683,-48,-15,-2,6
684,-46,49,-22,-27
685,-40,-80,54,-27
686,26,8,31,37
687,45,-55,-43,-91
688,-45,-15,-55,11
689,-75,-56,-73,38
690,55,-63,-13,-22
691,48,-21,-87,39
692,99,88,82,-28
693,85,11,-20,-81
694,65,-91,-58,39
695,-47,-63,-7,-81
696,15,3,-83,-51
697,-28,22,-28,82
698,-14,17,55,-53
699,-81,-72,17,-3
700,-91,-33,76,45
701,-20,42,-95,87
702,-57,78,-47,-99
703,62,-56,10,71
704,16,-84,-77,-56
705,-75,-12,31,72
706,61,6,98,12
707,24,-34,-91,80
708,92,-48,-48,40
709,-58,57,33,-62
710,-71,89,-80,94
711,88,5,44,82
712,71,-32,27,-24
713,25,-21,-47,-15
714,-85,32,-66,32
715,-28,-97,-57,91
716,48,-3,-2,64
717,50,61,-52,23
718,-34,84,-66,23
719,-95,-37,-89,71
720,55,79,5,-82
721,83,-67,63,-47
722,-35,-13,-67,-64
723,-27,-70,-35,31
724,-11,-76,-35,-62
725,88,-32,-50,-49
726,-54,5,96,-9
727,-13,-96,-18,-8
728,36,-19,52,-95
729,99,-96,59,-1
730,-90,55,32,-81
731,-86,51,88,-21
732,12,-89,-1,-95
733,-84,-8,30,-26
734,-34,-14,-82,-93
735,74,-13,30,81
736,-81,-90,-82,-69
737,-7,26,13,68
738,98,0,11,58
739,-1,86,-37,8
740,13,-31,98,6
741,-93,24,97,-13
742,-32,81,20,31
743,64,-76,84,-33
744,-29,-77,53,89
745,74,-87,-33,-48
746,-66,-38,-34,-96
747,13,66,-16,-99
748,66,-75,67,-63
749,48,-61,-17,-21
750,79,-99,-22,14
751,-1,-73,62,58
752,68,38,18,58
753,45,-36,-49,90
754,52,-10,-39,-26
755,51,25,-99,-49
756,-95,-95,-22,17
757,71,39,44,37
758,-76,-62,31,-3
759,78,-64,20,-71
760,27,-24,72,-97
761,-65,-85,-1,-98
762,-14,-62,99,-37
763,45,-9,-12,-3
764,-51,92,-94,-6
765,-31,99,-40,-38
766,9,-76,73,91
767,18,-13,80,65
768,-70,-42,-71,-69
769,35,-75,-11,-23
770,32,55,57,44
771,-96,30,-21,52
772,-77,14,25,29
773,29,-73,62,-7
774,-43,95,-14,-51
775,74,-28,68,21
776,56,-22,-89,-4
777,25,60,70,75
778,-51,-42,-81,65
779,7,51,-26,-64
780,-54,-97,37,-62
781,67,67,32,-37
782,24,55,-61,-14
783,-70,47,-62,-74
784,-74,-34,55,-94
785,-43,51,17,-65
786,53,-23,81,61
787,-54,-82,-65,-80
788,-18,-41,51,88
789,-20,27,84,84
790,19,52,79,87
791,-30,20,-8,83
792,6,-8,-67,10
793,28,26,76,34
794,32,-98,87,-59
795,-2,-77,12,-23
796,91,-82,47,72
797,67,-41,7,-85
798,-95,-26,60,11
799,-93,-12,95,81
800,67,-30,81,-8
801,-51,-67,33,0
802,71,-88,8,0
803,30,7,3,38
804,22,12,40,-58
805,-92,71,-44,-11
806,-34,33,40,-77
807,-24,-47,-90,24
808,-19,-81,2,-93
809,-39,17,81,56
810,-27,71,45,-69
811,98,0,98,-36
812,2,-70,48,-23
813,96,-29,33,-71
814,7,1,-55,-53
815,93,-95,-29,-89
816,61,94,42,-24
817,-38,12,-96,-74
818,-78,42,-1,-87
819,-89,20,90,94
820,87,-42,73,-19
821,-78,35,52,12
822,79,3,-99,62
823,15,-34,20,-61
824,90,13,39,-6
825,94,-17,50,55
826,-77,47,35,-77
827,7,5,-22,-51
828,6,-55,60,-49
829,6,80,82,21
830,-42,45,-72,13
831,97,-6,98,31
832,32,-77,-42,-10
833,-63,42,-46,15
834,87,-51,60,41
835,-71,93,-16,-7
836,-58,-44,-11,11
837,16,44,83,-55
838,29,-24,4,-57
839,3,-29,37,-68
840,-36,-48,-9,19
841,-75,86,2,17
842,94,76,45,-46
843,-34,27,22,25
844,-69,93,28,4
845,97,45,19,59
846,-41,1,79,41
847,-94,-69,-47,-35
848,85,-48,-42,98
849,24,45,-16,-18
850,-96,-8,77,-38
851,12,26,-35,1
852,-2,78,-51,-49
853,-12,-7,-50,-4
854,40,-21,-25,-38
855,13,-15,-63,-1
856,-49,-17,-54,-29
857,22,77,77,61
858,-74,69,-19,74
859,-78,-28,-71,99
860,-6,-42,59,-37
861,-22,34,11,28
862,-64,-59,-90,3
863,28,77,39,-7
864,-21,93,68,-87
865,-71,-3,-91,-97
866,-29,-61,29,-58
867,12,-48,-10,-40
868,83,-40,39,33
869,-75,90,91,-6
870,0,13,-47,-28
871,96,-45,-47,97
872,68,55,64,85
873,-49,-4,-45,35
874,-56,-65,61,26
875,31,-62,-76,-21
876,34,26,81,85
877,35,95,-34,23
878,-5,-22,-29,16
879,91,31,72,-28
880,30,-13,2,14
881,-45,-52,17,-62
882,-92,-1,56,40
883,46,14,46,50
884,38,-49,5,-30
885,-24,40,16,82
886,86,68,98,52
887,-84,9,87,-44
888,78,-70,-62,13
889,-14,-8,57,-80
890,-5,20,-56,35
891,-23,32,9,85
892,59,-5,30,40
893,-34,-67,77,-28
894,-76,90,-64,-61
895,-88,77,-68,-55
896,-37,-71,67,-63
897,-93,-28,68,-44
898,9,95,43,17
899,-15,16,-27,-47
900,5,30,-14,96
901,3,-70,-8,-35
902,17,26,-82,-54
903,97,43,49,-82
904,65,34,-45,83
905,-34,87,26,71
906,59,-74,-34,50
907,-7,2,-62,10
908,-83,52,71,-26
909,79,14,-74,-25
910,89,59,-36,-96
911,-70,-17,60,-12
912,32,-53,20,-65
913,99,11,-5,68
914,-36,-41,25,-28
915,49,35,72,75
916,82,13,-6,-7
917,92,47,99,-63
918,-71,21,-22,98
919,-60,97,-93,91
920,61,-54,23,-88
921,-33,64,-22,-8
922,-76,-36,-80,88
923,42,-15,86,-35
924,89,29,23,-90
925,80,-71,-33,-11
926,96,-79,-93,-13
927,-43,2,-1,-6
928,-65,81,24,2
929,-99,96,-52,30
930,48,31,26,5
931,-53,-87,85,59
932,77,-92,22,-27
933,54,50,10,0
934,-26,13,89,32
935,-13,4,71,45
936,94,75,98,10
937,5,-56,-87,99
938,51,23,-48,-84
939,12,88,-3,78
940,30,-54,26,-7
941,-65,3,80,1
942,-64,-46,34,-15
943,46,-71,17,-39
944,-9,-84,59,-76
945,-16,-64,-39,-81
946,-3,-64,-82,-76
947,-82,32,58,-39
948,92,68,60,42
949,-14,-88,-28,45
950,-43,-16,-1,-51
951,92,23,27,-82
952,-55,-81,-67,55
953,-31,24,44,-35
954,7,-82,76,-53
955,19,7,-4,21
956,0,-96,-68,-59
957,71,-67,-85,67
958,-19,96,-8,-79
959,-9,-64,10,11
960,-11,-14,-75,-96
961,20,61,-58,-35
962,52,-88,94,33
963,14,51,46,85
964,45,11,-50,74
965,14,-69,25,-4
966,-19,56,88,-72
967,-25,26,42,33
968,-59,88,55,47
969,-54,53,50,28
970,72,-56,32,71
971,60,-54,74,-61
972,51,-18,-86,-80
973,36,56,-26,43
974,4,78,69,-13
975,-54,-13,71,-41
976,31,73,-14,-13
977,6,10,73,18
978,-16,25,1,1
979,15,-65,-50,56
980,95,-73,-48,84
981,32,50,-27,62
982,18,-40,-59,-94
983,-14,90,-52,94
984,-14,1,-8,16
985,-72,74,-61,-18
986,-81,-80,-58,-78
987,-30,-26,79,-90
988,20,-16,99,53
989,31,-85,28,-34
990,15,84,-83,-8
991,-25,-65,-69,54
992,27,-15,-49,43
993,-27,-97,72,-95
994,77,95,-53,7
995,-59,-70,-39,73
996,-90,-84,-48,60
997,75,13,-87,21
998,-68,77,73,13
999,-61,26,10,-54
1000,85,75,-20,44
